baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
65127.13403623527	2.954817157998889	0.15142084377482587	19.513939325241928	8.35858737480007e-85	1.914116508829216e-82	ENSG00000160191
19980.532857372218	3.291680673779041	0.17947014975977557	18.341103956201195	3.8882060658034653e-75	4.4519959453449676e-73	ENSG00000154734
9239.157463769274	2.7430778009804873	0.18660233017628425	14.700126190220061	6.433970563018434e-49	4.911264196437404e-47	ENSG00000183145
5642.895237304935	2.945487808883211	0.21022667659713734	14.011008767111527	1.334951971496215e-44	7.642600036815832e-43	ENSG00000142168
11082.646399375983	3.147123284535675	0.22622325096611	13.911581904581233	5.38745701196344e-44	2.4674553114792552e-42	ENSG00000276289
9473.149968955788	3.23704122398508	0.24923751277016418	12.987776952220417	1.4353597480133926e-38	5.478289704917781e-37	ENSG00000154723
25615.745873628035	2.5709962251319185	0.22976899923973448	11.189482626633255	4.591046203167835e-29	1.5019279721791919e-27	ENSG00000180509
33653.51283030128	3.017422349474153	0.27720119198084653	10.885315203416026	1.3542929484890486e-27	3.876663565049902e-26	ENSG00000156299
2370.0676393724575	1.621625709138446	0.327389925445566	4.953193678551566	7.300524506523436e-7	1.8575779022154074e-5	ENSG00000275993
9044.136964336732	2.5779781075794683	0.5686366177647073	4.53361255156838	5.798334648923002e-6	1.3278186346033673e-4	ENSG00000142178
291.0992386608868	-1.2961930119339728	0.31876847550475634	-4.066252190971853	4.777523542863584e-5	9.945935375597823e-4	ENSG00000222018
438.56254994949654	-1.2147101268703746	0.3138289192463286	-3.8706124655036396	1.085622577546808e-4	0.0020717297521518252	ENSG00000215455
15315.596912610134	2.1890583748123427	0.7117084943968811	3.075779468766076	0.002099530691253086	0.03698404063822744	ENSG00000141959
1445.4122326421777	-0.6319747698904548	0.20792444641793897	-3.039444282660984	0.0023701503946227834	0.038768888597758386	ENSG00000166351
659.9629546863998	1.001773230640619	0.34892142473911064	2.8710568042350717	0.004091020027487927	0.06245623908631569	ENSG00000156284
3338.6973888243288	0.45605492408332665	0.17632352949542712	2.58646662409939	0.009696556072422011	0.13878195878654004	ENSG00000157557
7386.303681037408	0.4015570165786427	0.16594923827272895	2.4197581185561368	0.015530833969009918	0.20920946934725126	ENSG00000160183
494.0702101338819	0.5491491437496538	0.2509140905632739	2.1885942814804693	0.028626341834785733	0.3548734023616912	ENSG00000276612
4442.953113151743	0.37368238966434947	0.17310253989380825	2.1587342964094534	0.03087078641596242	0.3548734023616912	ENSG00000154721
6913.608758871122	-0.5789530655953409	0.268466523370885	-2.1565186538938432	0.031043188786281088	0.3548734023616912	ENSG00000171587
1388.3611402231224	-0.5229996168377884	0.24465793559881488	-2.137676897982956	0.032542975762425826	0.3548734023616912	ENSG00000205929
8145.283908271256	-0.3973729222129702	0.1893514786414031	-2.0985995201311396	0.03585221870507045	0.37318900379368786	ENSG00000205581
1277.5434223500702	-0.5352644579573201	0.26500910738894384	-2.0197964637182553	0.04340450411493233	0.4321578887965002	ENSG00000160284
8129.725358806327	0.38392156019765716	0.19473062121944923	1.9715520743139907	0.048660762817933405	0.46430477855444785	ENSG00000157542
434.91547263051	0.7362843248570407	0.3961726867972362	1.8584934029888733	0.06309897934888431	0.5779866508357803	ENSG00000221859
3054.3676137449156	-0.37877724615074937	0.210791679616766	-1.7969269320278336	0.07234722039617834	0.6372120565663401	ENSG00000142149
26599.137702011067	-0.3083893734015393	0.177548701098033	-1.7369283553995871	0.08239981766918374	0.6988725276386324	ENSG00000182670
8367.143588263001	-0.3653199312594195	0.214214149711035	-1.7053958935589417	0.08812061369838317	0.7207007334617767	ENSG00000160285
2285.34491250656	-0.5262752478703205	0.31359450173141845	-1.6782030455401764	0.09330746742226916	0.7368072427482633	ENSG00000249624
151.75435340382998	0.7926273005408392	0.4864725132270425	1.629336250229025	0.10324185617388831	0.7608285401677903	ENSG00000244025
4062.0463429439137	-0.2715769727953927	0.1703696422392779	-1.5940455660168193	0.11092582951022757	0.7608285401677903	ENSG00000160226
5358.813012693362	-0.42610725515902775	0.2711222375748797	-1.5716425881198464	0.11603346376396759	0.7608285401677903	ENSG00000184012
294.4135353101798	-0.5464564894606073	0.35008090448117457	-1.560943434691088	0.11853709782214687	0.7608285401677903	ENSG00000159197
5682.582065436198	-0.27050544469331145	0.17525094558843582	-1.5435320122527267	0.12270174652963745	0.7608285401677903	ENSG00000166979
4384.360651454461	-0.39346006398788025	0.2587184965082794	-1.520803766634787	0.12830908892533102	0.7608285401677903	ENSG00000156239
8754.585399535581	-0.2590137100192873	0.17038944251825028	-1.5201276921341211	0.12847888598092286	0.7608285401677903	ENSG00000173276
1102.0343435984116	-0.43518883421707627	0.29017838431827864	-1.499728641881694	0.13368470814647576	0.7608285401677903	ENSG00000285815
8136.87384857867	-0.23897228952696065	0.15949220046855708	-1.4983321367747546	0.13404697848947197	0.7608285401677903	ENSG00000186866
803.4157598446291	0.34251429431975805	0.22905320327004436	1.4953481960955057	0.1348235928799102	0.7608285401677903	ENSG00000183036
461.9835180022631	-0.44541007781403424	0.29839986572767807	-1.4926617903391377	0.13552574002261528	0.7608285401677903	ENSG00000188694
7779.878044727398	0.2720432010225128	0.18257652139058914	1.4900229172431543	0.13621821024838168	0.7608285401677903	ENSG00000160201
3709.670510697267	0.2723980551208146	0.1844828977829535	1.4765490915114226	0.13979654668123892	0.7613789230896423	ENSG00000142188
3351.2888943243397	-0.29509457451648724	0.20235930239989808	-1.4582703686798035	0.14476603430445825	0.7613789230896423	ENSG00000243646
9859.336635670032	0.27472610413104365	0.19035830683863006	1.4432052306702516	0.14896266649854226	0.7613789230896423	ENSG00000182871
2301.3589987857185	-0.3652280008207239	0.253474009692526	-1.4408893490254087	0.1496159455853009	0.7613789230896423	ENSG00000142166
